title,alternate_names,description,publisher,country,genres,rating_value,rating_count,date_published,keywords,actors,written_by,director,episodes,release_years,url
A Gentleman's Dignity,"A Dignidade de Um Cavalheiro, Gentlemen’s Class‘, Shinsaui Poomgyuk, Достоинство джентльмена","Four men in their forties go through love, breakup, success and failure. The story includes the romantic relationship between Kim Do Jin, an architect with a scathing tongue, and strict high school teacher Seo Yi Soo, who moonlights as an umpire at amateur baseball games.

(Source IMDb)      Edit Translation         English     Русский     Deutsch     Italiano",SBS,South Korea,"Comedy, Romance, Drama, Melodrama",8.2,17492,26/05/2012,"Bromance, Friendship, Age Gap [Drama Life], Age Gap [Real Life], Male Centered Plot, Dissociative Amnesia, Independent Female Lead, Mental Illness, Rich Female Lead, Love At First Sight","Jang Dong Gun, Kim Ha Neul, Kim Soo Ro, Kim Min Jong, Lee Jong Hyuk, Yoon Se Ah",Kim Eun-sook,"Shin Woo-chul, Kwon Hyeok-chan",20,2012,_
A Girl Who Sees Smells,Girl Who Sees Smell,"Choi Eun-seol (Shin Se-kyung) arrives home to find her parents murdered. When they are later found with a barcode carved into their skin, detective Oh Jae-pyo (Jung In-gi) realizes that the now-comatose daughter Eun-seol is the sole surviving witness. That same night, Choi Moo-gak (Park Yoo-chun) is at the hospital visiting his younger sister (Kim So-hyun), also named Choi Eun-seol, who is treated for mild injuries after a bus accident. However, when Moo-gak returns to her bed, he finds her dead with her throat slit.",SBS TV,_,"Romance, Supernatural",_,_,"April 1 –
May 21, 2015",_,"Park Yoo-chun, Shin Se-kyung, Namkoong Min, Yoon Jin-seo",Lee Hee-myung,"Baek Soo-chan, Oh Chung-hwan",16,2015,_
A Good Day to Be a Dog,"Een goede dag om een hond te zijn, Lovely Again Today, Oneuldo Sarangseureobgae, Um Bom Dia Para Ser um Cachorro, Отличный день, чтобы стать собакой, Хороший день, щоб бути собакою, يوم جيد لتكون كلبا","Han Hae Na, a single high school teacher, is cursed due to a family secret. Anyone in her family who kisses someone transforms into a dog at midnight for six hours, repeating until they kiss the same person again. To avoid this, she warns men not to kiss her, leading them to leave. One night, drunk, she accidentally kisses Jin Seo Won, a colleague, and soon panics, trying to get him to  kiss her again. However, Seo Won has a fear of dogs.

(Source: MyDramaList)

~~ Adapted from the webtoon ""A Good Day to Be a Dog"" (오늘도 사랑스럽개) by Lee Hey (이혜).    Edit Translation         English     ภาษาไทย     Arabic     Русский",MBC,South Korea,"Comedy, Romance, Fantasy, Supernatural",7.7,24202,11/10/2023,"Dog, Curse, Workplace Setting, Animal Transformation, Accidental Kiss, Cynophobia, Adapted from a Webtoon, Teacher Female Lead, Teacher Male Lead, Female Chases Male First","Cha Eun Woo, Park Gyu Young, Lee Hyun Woo, Yoon Hyun Soo, Kim Yi Kyeong, Ryu Abel",Baek In-ah,Kim Dae-woong,14,"2023, 2024",_
A Happy Woman,"Blissful Woman, Happy Women","As the titular ""happy woman,"" Lee Ji-yeon (Yoon Jung-hee) is an accessory designer with a cheerful, go-getting personality despite often being looked down upon because of her humble educational and family background. She ends up in a love triangle with her wealthy husband (Jung Gyu-woon) and a lonely detective (Kim Suk-hoon), as the drama explores what happiness means for a woman in terms of family, work, and love.",Korean Broadcasting System,_,"Romance, Drama",_,_,"January 6 –
July 21, 2007",_,"Yoon Jung-hee, Kim Suk-hoon, Jung Gyu-woon",Park Jung-ran,Kim Jong-chang,58,2007,_
A Hundred Memories,"100 Memories, Baekbeonui Chueok, Hundred Memories, One Hundred Memories","In 1980s South Korea, Ko Yeong Rye works as a bus conductor at Cheong A Transportation, helping passengers get where they need to go. Although she has motion sickness, she's committed to her job to support her family. She's soon joined by Seo Jong Hui, a young woman with an impressively loud voice who also decides to become a bus conductor.

Yeong Rye and Jong Hui become fast friends, but their bond  is soon tested by Han Jae Pil, an aspiring boxer from a troubled yet wealthy family who bursts into their lives when he helps the two girls stop a fare evader. Yeong Rye develops a crush on Jae Pil, but Jae Pil seems to have feelings for Jong Hui, straining the friendship between the two.

Will Yeong Rye and Jong Hui find a way to keep their friendship together, despite conflicting romantic pursuits?

(Source: Viki)    Edit Translation         English     Русский     Українська     Português (Brasil)",jTBC,South Korea,"Comedy, Romance, Life, Youth",7.6,2934,13/09/2025,"Love Triangle, Bus Guide Female Lead, Best Friends' Relationship, Boxer Male Lead, Company President (CEO) Supporting Character, Reporter Supporting Character, Age Gap [Real Life], Chasing a Dream, Confident Female Lead, Nostalgia","Kim Da Mi, Shin Ye Eun, Heo Nam Jun, Kim Jung Hyun, Lee Won Jung, Jeon Sung Woo","Yang Hee-seung, Kim Bo-ram",Kim Saang-ho,12,2025,_
A Hundred Year Legacy,"A 100-Year Legacy, A Hundred Years' Inheritance, A Century of Tradition","Min Chae-won is the eldest granddaughter of a family living in an outskirts of Seoul who have been running a noodle factory for three generations. Married for three years to Chul-gyu, whose rich family owns the major corporation Golden Dragon Food, Chae-won has had a difficult life because her mother-in-law fiercely opposed the match and would not accept her.",MBC TV,_,Romance,_,_,"January 5 –
June 23, 2013",_,"Eugene, Lee Jung-jin",Gu Hyun-sook,Joo Sung-woo,50,2013,_
A Hundred Year's Inheritance,"100 Years' Legacy, A 100-Year Legacy, Baek-nyeon-eui Yoo-san, Baeknyeoneui Yoosan, Hundred Year Inheritance, Noodle House, One Hundred Years’ Legacy, Samdaejjae Gooksoojib, Third Generation Noodle House, Uma Herança de 100 Anos, Вековое наследие, 삼대째 국수집","Set against the backdrop of an old, shabby shop called Old Noodles, this story is about a family that has been running a noodle factory for three generations. Centered around noodles and the network of people connected to it, the story has the zest of radish water noodles as well as the richness of chopped noodles made with chicken broth. This drama attempts to reaffirm the family values of a wayward family  that only stick together for the sake of making money.
(Source: MBC)    Edit Translation         English     Русский     Español     magyar / magyar nyelv",MBC,South Korea,"Romance, Drama, Family",7.1,1636,05/01/2013,"Soap Opera, Food","Eugene, Lee Jung Jin, Yoon Ah Jung, Choi Won Young, Kim Myung Soo, Jung Hye Sun",_,_,_,_,_
A Killer Paradox,"Murder DIEary, Murderer o Nangam, Murderous Toy, O Assassino e o Brinquedo, Paradoxul Ucigașului, Sarinjaonangam, SarinjaㅇNangam, The Murderer and the Toy, Vražedný paradox, Zabójczy Paradoks, Парадокс убийцы, Убивчий парадокс, פרדוקס של רוצח, قاتل في حيرة, 살인자ㅇ난감","The story follows Lee Tang, an ordinary college student, who gets into an argument with a customer during a part-time job at a convenience store at night, unconsciously swings a hammer, and kills him. Suffering from guilt and fear of murder, Lee Tang learns one day that the person he killed was a serial killer and slowly realizes that he has a supernatural ability to identify ""bad seeds"". He soon becomes a  dark hero who punishes people who committed unethical evils in the past.

A cold-blooded, charismatic and persistent detective starts to chase Lee Tang. 

(Source: nbntv.co.kr)

~~ Adapted from the webtoon ""Sarinjaonangam"" (살인자ㅇ난감).    Edit Translation         English     한국어     Arabic     עברית / עִבְרִית",Netflix,South Korea,"Thriller, Mystery, Psychological, Supernatural",7.8,24660,09/02/2024,"Black Comedy, Sexual Content, Morally Ambiguous Male Lead, Detective Male Lead, Dark Fiction, Nudity, Adapted from a Webtoon, Dog, Violence, Investigation","Choi  Woo Shik, Son Suk Ku, Lee Hee Joon, Kim Yo Han, Lee Joong Ok, Choi Sun Woo",Kim Da-min,Lee Chang-hee,8,2024,_
A Korean Odyssey,"Hwayugi, Hwayuki, O Odisee Coreeană, Uma Odisseia Coreana, Хваюги, الأوديسة الكورية, ตำนานไซอิ๋วฉบับเกาหลี, 花游记","In 2017, Son Oh Gong and Ma Wang are in conflict with each other as they look for a true light in a dark world where evil thrives. Having made a contract with Seon Mi 25 years ago, entitling her to seek help from Son Oh Gong whenever she calls him in exchange for letting him free, the two meet again in a fateful encounter. From there, Son Oh Gong is bound  to his protective role towards Seon Mi, the little girl he had met years ago.

(Source: Wikipedia)

 ~~ Adapted from the classic Chinese novel “Journey to the West,” but reinterprets the story into the present day and has a romantic-fantasy twist.    Edit Translation         English     한국어     中文(简体)     中文(台灣)",tvN,South Korea,"Horror, Comedy, Romance, Fantasy",8.2,53137,23/12/2017,"Ghost-seeing Female Lead, Supernatural power, Demon, Aggressive Male Lead, Ghost, Love/Hate Relationship, Eccentric Male Lead, Bromance, Mean Male Lead, Adapted from a Novel","Lee Seung Gi, Cha Seung Won, Oh Yeon Seo, Lee Hong Gi, Jang Gwang, Lee El","Hong Jung-eun, Hong Mi-ran","Park Hong-kyun, Kim Jung-hyun, Kim Byung-soo",20,"2017, 2018",_
A Little Love Never Hurts,"Give Love Away, Love Doesn't Go Away",_,MBC TV,_,"Romantic comedy, Family drama",_,_,"September 28, 2013 –
March 30, 2014",_,"Hong Soo-hyun, Lee Sang-yeob, Shin Da-eun, Seo Ji-seok",Choi Hyun-kyung,"Kim Nam-won, Choi Byung-gil",50,"2013, 2014",_
A Love So Beautiful,"A Love So Beautiful Korean, Aleumdawossdeon Uliege, Areumdawossdeon Uriege, Chiamundansunjeogsomiho, Chiamundansunjeoksomiho, For Us Who Are Beautiful, O Dragoste ca-n Povești, Tak úžasná láska, To Our Pure Little Beauty, Un Amor Tan Hermoso, Un amore così bello, Un amour si beau, Любовь так прекрасна, حب جميل, とても美しい愛, 치아문단순적소미호","Cha Heon, a handsome and smart student at Chun Ji High School, seems cold but has a warm heart he struggles to express. Sin Sol I, a cheerful 17-year-old, has a crush on Cha Heon and openly confesses her love. Woo Dae Seong, a talented swimmer who transfers to the school, secretly falls for Sol I and quietly supports her.

(Source: MyDramaList)

~~ Adapted from the web novel ""A Love So Beautiful""  (致我们单纯的小美好) by Zhao Qian Qian (赵乾乾).    Edit Translation         English     한국어     中文(台灣)     日本語",Daum Kakao TV,South Korea,"Comedy, Romance, Life, Youth",7.7,28073,28/12/2020,"Unrequited Love, First Love, Doctor Male Lead, Height Difference, Female Chases Male First, Love Triangle, Smart Male Lead, High School, Cold man/Warm woman, Slow Burn Romance","Kim Yo Han, So Ju Yeon, Yeo Hoe Hyun, Jo Hye Joo, Jung Jae Oh, Kim Dong Kyu",_,_,_,_,_
A Love So Beautiful (South Korean TV series),_,"The series is a story of five high school friends and their journey through high school to adulthood. Seventeen-year-old Shin Sol-i (So Joo-yeon) is a cheerful female student from Chun Ji High School. She has a crush on her fellow student and neighbor Cha Heon (Kim Yo-han). She repeatedly confesses her love to Cha Heon, who appears distant, but is in fact awkward when it comes to expressing his feelings. Woo Dae-seong (Yeo Hoe-hyun), a national swimmer, transfers to Chun Ji High School and falls in love with Shin Sol-i.",KakaoTV,_,"Romantic comedy, Coming-of-age",_,_,"December 28, 2020 –
February 20, 2021",_,"Kim Yo-han, So Joo-yeon, Yeo Hoe-hyun, Jo Hye-joo, Jeong Jin-hwan","Choi Yu-jeong, Jang Yu-yeon",Seo Min-jeong,24,"2020, 2021",_
A Love to Kill,"Detestable Love, I Jukil Nomui Sarang, Ijuksa, Knock Out by Love, The Love of Death, This love I want to kill, Um Amor Para Matar, Любовь, которая убивает, 这该死的爱","Kang Bok Gu, a tough K-1 fighter with a tragic past, falls in love with Cha Eun Seok, a TV talent and actress. His love is forbidden because of a misunderstanding that led to his emotionally wounded brother’s accident. Fueled by hatred and revenge, Bok Gu becomes Eun Seok's private bodyguard, determined to destroy her. However, as he carries out his plan, his feelings for her grow deeper, complicating his desire for  vengeance. Bok Gu, a cold and detached man, has long used martial arts as an escape from past heartbreak.

(Source: MyDramaList)    Edit Translation         English     中文(简体)     Русский     हिन्दी",KBS2,South Korea,"Romance, Drama, Melodrama",7.3,4843,31/10/2005,"Forbidden Love, Sad Romance, Rich Woman/Poor Man, Revenge, Misunderstanding, Love Triangle, Aggressive Male Lead, Stoic male lead, Separated Family, Meet Again","Rain, Shin Min Ah, Kim Sa Rang, Kim Kwang Min, Yoo Hye Ri, Lee Min Hyuk",Lee Kyung-hee,Kim Kyu-tae,16,2005,_
A Man Called God,"Shinira Bulliun Sanai, Shinira Bulriwoon Sanai, Um Homem Chamado Deus, Un uomo chiamato dio, Божественный герой, 被称为神的男子","Michael King vows to avenge his parents' deaths. He believes that he can use his power as head of an underground drug kingpin to punish those who hurt him. However, his beliefs are shaken when he falls in love with a reporter named Jin Bo Bae.      Edit Translation         English     中文(简体)     Русский     Türkçe",MBC,South Korea,"Action, Adventure, Romance, Crime",7.2,1683,06/03/2010,"Arrogant Male Lead, Orphan Male Lead, Betrayal, Adapted from a Manhwa, Revenge, Espionage, Rich Male Lead","Song Il Gook, Han Chae Young, Kim Min Jong, Han Go Eun, Yoo In Young, Jo Jin Woong",Lee Hong-gu,Lee Hyung-sun,24,2010,_
A Man's Story,"A História de um Homem, Guys Talk, Namja Iyagi, Story of a Man, The Slingshot","In the blink of an eye, Kim Shin loses everything dear to him. His father's company goes bankrupt, his brother commits suicide, his girlfriend leaves him, and he himself ends up in jail for a crime he didn't commit. While in prison, Shin learns that all of this was brought about by corporation head Chae Do Woo, who devised the scam that brought down his father.

Determined to beat Do Woo at  his own game, Shin sets out to get revenge, no matter the cost. More and more people are pulled into the unforgiving battle of wits as stakes are raised, secrets are revealed, and love turns into a weapon.    Edit Translation         English     Türkçe     Português (Brasil)     magyar / magyar nyelv",KBS2,South Korea,"Action, Romance, Drama, Melodrama",7.7,1051,06/04/2009,"Rivalry, Antihero Male Lead, Revenge, Violence, Gang, Morally Ambiguous Female Lead, Love Triangle, Prison Setting, Morally Ambiguous Male Lead, Prison Violence","Park Yong Ha, Kim Kang Woo, Park Shi Yeon, Ahn Mi Na, Um Hyo Sup, Kim Roi Ha",_,_,_,_,_
